title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,In stock,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,19,235fa48eeed11d82,Psychology,39.43,39.43,0.0,12,0
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,In stock,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,19,3063c7e95d0bf76f,Add a comment,59.15,59.15,0.0,12,0
The Lonely City: Adventures in the Art of Being Alone,33.26,2,In stock,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,19,582a21a1dbbef3cf,Nonfiction,33.26,33.26,0.0,12,0
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,In stock,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,19,14e44163678e24dc,Add a comment,26.2,26.2,0.0,12,0
A Paris Apartment,39.01,4,In stock,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,20,63343e287971bb0c,Historical Fiction,39.01,39.01,0.0,12,0
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,In stock,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,20,a4eef523118805ef,Food and Drink,38.77,38.77,0.0,12,0
Boar Island (Anna Pigeon #19),59.48,3,In stock,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,20,49b24c6a41b82bd2,Mystery,59.48,59.48,0.0,12,0
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,In stock,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,20,d069086944f2e330,Horror,48.64,48.64,0.0,12,0
Dirty (Dive Bar #1),40.83,4,In stock,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,20,df7e628bad5782b4,Romance,40.83,40.83,0.0,12,0
Eleanor & Park,56.51,5,In stock,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,20,6983328f15506cb9,Default,56.51,56.51,0.0,12,0
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,In stock,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,20,3968e3fbf4695d7c,Politics,56.86,56.86,0.0,12,0
Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,In stock,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,20,76319fe9d8b465a3,Food and Drink,20.1,20.1,0.0,12,0
Furiously Happy: A Funny Book About Horrible Things,41.46,4,In stock,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,20,c6a29d6df8de968c,Nonfiction,41.46,41.46,0.0,12,0
Hide Away (Eve Duncan #20),11.84,1,In stock,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,20,bddc6fd036eb6279,Mystery,11.84,11.84,0.0,12,0
Off the Hook (Fishing for Trouble #1),47.67,3,In stock,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,20,b783ce08802cd1d1,Romance,47.67,47.67,0.0,11,0
Playing with Fire,13.71,3,In stock,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,20,05a61a3bd8ca4149,Mystery,13.71,13.71,0.0,11,0
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,In stock,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,20,b06599b108e83f98,Biography,21.15,21.15,0.0,11,0
Sleeping Giants (Themis Files #1),48.74,1,In stock,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,20,f435aa99d864077d,Science Fiction,48.74,48.74,0.0,11,0
Take Me Home Tonight (Rock Star Romance #3),53.98,3,In stock,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,20,cf62fa272b5f0fa3,Romance,53.98,53.98,0.0,11,0
The Art of Startup Fundraising,21.0,3,In stock,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,20,1c584f82a7a1c4f0,Business,21.0,21.0,0.0,11,0
The Improbability of Love,59.45,1,In stock,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,20,437d8dea9272d0a9,Fiction,59.45,59.45,0.0,11,0
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,In stock,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,20,985991708c47003e,Nonfiction,11.68,11.68,0.0,11,0
The Widow,27.26,2,In stock,https://books.toscrape.com/catalogue/the-widow_609/index.html,20,6159d8b187831770,Mystery,27.26,27.26,0.0,11,0
Troublemaker: Surviving Hollywood and Scientology,48.39,2,In stock,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,20,515cb8fcafb1ad98,Default,48.39,48.39,0.0,11,0
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,In stock,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,21,34669b2e9d407d3a,Nonfiction,24.57,24.57,0.0,10,0
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,In stock,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,21,96aa539bfd4c07e2,Health,49.71,49.71,0.0,10,0
11/22/63,48.48,3,In stock,https://books.toscrape.com/catalogue/112263_583/index.html,21,a9d7b75461084a26,Fiction,48.48,48.48,0.0,11,0
A Gentleman's Position (Society of Gentlemen #3),14.75,5,In stock,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,21,40c4bf520c17de54,Romance,14.75,14.75,0.0,11,0
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,In stock,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,21,2b69dec0193511d9,Nonfiction,19.53,19.53,0.0,11,0
Adultery,20.88,5,In stock,https://books.toscrape.com/catalogue/adultery_586/index.html,21,bb967277222e689c,Default,20.88,20.88,0.0,11,0
Arena,21.36,4,In stock,https://books.toscrape.com/catalogue/arena_587/index.html,21,2c34f9432069b52b,Science Fiction,21.36,21.36,0.0,11,0
Born for This: How to Find the Work You Were Meant to Do,21.59,5,In stock,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,21,816180220e8cb419,Business,21.59,21.59,0.0,11,0
Cravings: Recipes for What You Want to Eat,20.5,3,In stock,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,21,2587c54f5530dafc,Food and Drink,20.5,20.5,0.0,11,0
Daredevils,16.34,3,In stock,https://books.toscrape.com/catalogue/daredevils_590/index.html,21,f608c903c451f387,Fiction,16.34,16.34,0.0,11,0
"Exit, Pursued by a Bear",51.34,4,In stock,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,21,c65c25d990fc7025,Young Adult,51.34,51.34,0.0,11,0
Grey (Fifty Shades #4),48.49,4,In stock,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,21,b5953ca1f8a0b8d7,Womens Fiction,48.49,48.49,0.0,11,0
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,In stock,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,21,ce8666d9b42fc9a0,Psychology,56.27,56.27,0.0,11,0
Keep Me Posted,20.46,4,In stock,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,21,20dc4f1ac5d4fd9c,Womens Fiction,20.46,20.46,0.0,11,0
Lab Girl,40.85,1,In stock,https://books.toscrape.com/catalogue/lab-girl_595/index.html,21,825d6c44da3ca5a6,Autobiography,40.85,40.85,0.0,11,0
Lies and Other Acts of Love,45.14,1,In stock,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,21,469508882dfc1991,Fiction,45.14,45.14,0.0,11,0
Lilac Girls,17.28,2,In stock,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,21,bade9943ee01b63f,Historical Fiction,17.28,17.28,0.0,11,0
M Train,27.18,1,In stock,https://books.toscrape.com/catalogue/m-train_598/index.html,21,5569c3fea112718e,Autobiography,27.18,27.18,0.0,11,0
"Mother, Can You Not?",16.89,5,In stock,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,21,28b2df9fadc9f07e,Nonfiction,16.89,16.89,0.0,11,0
Mothering Sunday,13.34,2,In stock,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,21,47e1b2d43f709995,Fiction,13.34,13.34,0.0,11,0
Don't Forget Steven,33.23,1,In stock,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,22,e845d305f64154f1,Young Adult,33.23,33.23,0.0,9,0
Dress Your Family in Corduroy and Denim,43.68,3,In stock,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,22,7e9068872228c474,Humor,43.68,43.68,0.0,9,0
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,22,97187f5cf0385da3,Sequential Art,33.95,33.95,0.0,9,0
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,In stock,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,22,8fab4c4f6f82a4ce,Spirituality,20.91,20.91,0.0,9,0
Modern Day Fables,47.44,2,In stock,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,22,6baac632f7711e26,Default,47.44,47.44,0.0,9,0
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,In stock,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,22,ee6c67859d70186b,Default,10.41,10.41,0.0,9,0
Nap-a-Roo,25.08,1,In stock,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,22,913e7109cec0cb4c,Childrens,25.08,25.08,0.0,9,0
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,In stock,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,22,0e095ed785af7e43,Novels,54.81,54.81,0.0,9,0
The Alien Club,54.4,1,In stock,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,22,e77594ece9b9d1fe,Young Adult,54.4,54.4,0.0,9,0
The Art and Science of Low Carbohydrate Living,52.98,5,In stock,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,22,f9c87ccb2bc4853b,Health,52.98,52.98,0.0,9,0
The Book of Mormon,24.57,3,In stock,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,22,3f25a2fedae191cc,Religion,24.57,24.57,0.0,9,0
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,In stock,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,22,ca74f2e3c35a3e77,Science,55.91,55.91,0.0,9,0
The Flowers Lied,16.68,2,In stock,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,22,33396269bcce166f,Default,16.68,16.68,0.0,9,0
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,In stock,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,22,65cfc9f242c2984a,Food and Drink,12.34,12.34,0.0,9,0
The New Brand You: Your New Image Makes the Sale for You,44.05,5,In stock,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,22,4b50fb1359ebf35d,Default,44.05,44.05,0.0,9,0
The Shack,28.03,1,In stock,https://books.toscrape.com/catalogue/the-shack_576/index.html,22,903a9f8090104c2c,Fiction,28.03,28.03,0.0,9,0
Underlying Notes,11.82,2,In stock,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,22,0967effecd292a86,Default,11.82,11.82,0.0,9,0
Unlimited Intuition Now,58.87,4,In stock,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,22,4fd0a2a350f016e6,Default,58.87,58.87,0.0,9,0
Watchmen,58.05,4,In stock,https://books.toscrape.com/catalogue/watchmen_579/index.html,22,d1848064c54e01c7,Add a comment,58.05,58.05,0.0,9,0
Without Shame,48.27,5,In stock,https://books.toscrape.com/catalogue/without-shame_580/index.html,22,ab60e6f5a63e1cfb,Add a comment,48.27,48.27,0.0,9,0
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,In stock,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,23,61cf7eb9d2cd8bb0,Add a comment,35.79,35.79,0.0,9,0
A Hero's Curse (The Unseen Chronicles #1),50.49,3,In stock,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,23,c181ca8eabe7d18c,Add a comment,50.49,50.49,0.0,9,0
A Shard of Ice (The Black Symphony Saga #1),56.63,3,In stock,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,23,63d5f1651880dcea,Fantasy,56.63,56.63,0.0,9,0
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,In stock,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,23,d6d9ffea95f2f8bf,Art,48.63,48.63,0.0,9,0
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,In stock,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,23,7186241e043de5dc,Nonfiction,35.92,35.92,0.0,9,0
Shadows of the Past (Logan Point #1),39.67,5,In stock,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,23,bee6e93e9976f4fa,Christian Fiction,39.67,39.67,0.0,8,0
Silence in the Dark (Logan Point #4),58.33,3,In stock,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,23,e46a164cf310fd7d,Suspense,58.33,58.33,0.0,8,0
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,In stock,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,23,a2475a245c9907c4,Nonfiction,38.89,38.89,0.0,8,0
South of Sunshine,28.93,1,In stock,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,23,331c26103d885cae,Young Adult,28.93,28.93,0.0,8,0
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,In stock,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,23,a2308a936e898d48,Business,36.91,36.91,0.0,8,0
The Grownup,35.88,1,In stock,https://books.toscrape.com/catalogue/the-grownup_546/index.html,23,1bba4b1ba23ed2d6,Short Stories,35.88,35.88,0.0,8,0
The High Mountains of Portugal,51.15,1,In stock,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,23,4f283dfcbeccc0d4,Fiction,51.15,51.15,0.0,8,0
The Martian (The Martian #1),41.39,2,In stock,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,23,9afd00e81d6208e6,Default,41.39,41.39,0.0,8,0
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,In stock,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,23,5a0d2e9284004266,Nonfiction,28.45,28.45,0.0,8,0
The New Drawing on the Right Side of the Brain,43.02,3,In stock,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,23,3eec766dda26fa64,Art,43.02,43.02,0.0,8,0
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,In stock,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,23,e0bdd79c7304ee8d,Default,43.62,43.62,0.0,8,0
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,In stock,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,23,1809259a5a5f1d8d,Travel,36.94,36.94,0.0,8,0
When Breath Becomes Air,39.36,2,In stock,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,23,b69c852e7e3956af,Nonfiction,39.36,39.36,0.0,8,0
Why Not Me?,17.76,1,In stock,https://books.toscrape.com/catalogue/why-not-me_554/index.html,23,04f6c929888f4f11,Nonfiction,17.76,17.76,0.0,8,0
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,In stock,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,23,e77033ce559947f7,Nonfiction,34.06,34.06,0.0,8,0
History of Beauty,10.29,4,In stock,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,24,8a150fd8ff5d7686,Art,10.29,10.29,0.0,8,0
Howl and Other Poems,40.45,2,In stock,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,24,b7870fa6dc088fbb,Poetry,40.45,40.45,0.0,8,0
Hystopia: A Novel,21.96,4,In stock,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,24,0bfdef63285d3019,Fiction,21.96,21.96,0.0,8,0
I Will Find You,44.21,1,In stock,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,24,bbf1ea50be8008ab,Nonfiction,44.21,44.21,0.0,8,0
I'll Give You the Sun,56.48,1,In stock,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,24,0ab4b35dcffcffd1,Default,56.48,56.48,0.0,8,0
John Vassos: Industrial Design for Modern Life,20.22,4,In stock,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,24,bd26e8a79a856c31,Default,20.22,20.22,0.0,8,0
Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,24,0cf57cb49272fd37,Philosophy,47.13,47.13,0.0,8,0
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,24,39eefec3a8498dde,Music,45.05,45.05,0.0,8,0
Left Behind (Left Behind #1),40.72,2,In stock,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,24,29af1a2566c4e36e,Default,40.72,40.72,0.0,8,0
Les Fleurs du Mal,29.04,5,In stock,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,24,c44c5e1425475206,Poetry,29.04,29.04,0.0,8,0
